Todos los sectores;A G,S y P;Indus Extract, E y A;Industria;Constr, Inmob;Comercio, rep, transp;Info, comunic;Serv empresas;Serv sociales;Otros serv Ocio;Finac, asegur 
3867;34;102;731;266;915;211;44;861;415;288
